Date,ABC,ALK,ARMK,CNP,DRI,EIX,EXPE,FANG,FCX,GME,HES,LNG,LYV,NCLH,NTNX,NTRA,NVAX,PCG,PLUG,RUN,SLB,SNAP,TRGP,TSLA,VST,W,WOLF,WYNN
2018-04-03,0.015241320914479273,0.04086580086580094,0.013357778941854415,0.003706449221645647,0.00582847626977534,0.0001584786053883125,0.0016855510815618757,0.009651562244397116,0.014002333722286986,0.014820592823712841,0.04020618556701039,0.0186827703340251,-0.04086979303117633,0.008081585530113511,0.02014267729752417,-0.005656108597285159,0.028169014084507005,0.008077544426494443,0.005649717514124353,0.008810572687224738,0.020636420919974974,-0.026279391424619658,0.010594196222938779,0.05960868187579216,0.021130221130221116,0.04995212256623072,0.016469377251672634,-0.003867403314917084
2018-04-04,0.027642082687954206,0.01846614540009983,0.005944688550012955,0.004431314623338345,0.02696310312204364,-0.00031690698779907045,0.021407871365803466,-0.00696694750486071,-0.0023014959723820505,0.025365103766333608,0.011100099108027672,0.005928121526491248,0.0497131931166348,0.012406947890818865,0.03373097490744548,0.021615472127417767,0.0182648401826484,-0.005036630036630019,0.028089887640449396,0.072052401746725,0.0003086896125945593,0.03622159090909083,-0.004329990884229806,0.0725526109221395,-0.008180943214629588,0.02371181030551739,0.00658227848101256,-0.00399334442595678
2018-04-05,0.013101449275362276,0.014537732767069489,0.013360739979444869,0.003308823529411864,-0.001957623215108284,0.009034712315739268,0.007779608273842165,0.01492902594224188,0.044405997693194976,0.016491754122938573,0.02999411880023528,0.035174953959484334,0.014051522248243575,0.025452488687782937,0.030839633903700925,-0.010022271714921982,-0.07623318385650224,0.01311550851357568,0.0,0.012219959266802416,0.014812528930720381,-0.013708019191226772,0.035019455252918386,0.06544922283404198,-0.018922852983988436,0.011432813659985275,0.02213279678068414,0.009243791068047624
2018-04-06,-0.022545204852368994,-0.021574625664144254,-0.022565922920892545,-0.014657383657017187,0.002192223376023872,-0.0043983663210805934,-0.02324947779493236,-0.06261554537416603,-0.04307012700165658,-0.009587020648967659,-0.02759802055576699,-0.03291229318626576,-0.031306132922761076,-0.021695164552307356,-0.038023547577687666,-0.010123734533183382,-0.019417475728155442,-0.0013627072450602684,-0.016393442622950838,-0.1428571428571429,-0.02143834575034209,-0.00972897845726206,-0.005970809376382058,-0.020999607483972227,-0.026706231454005858,-0.02172636523781568,-0.005413385826771644,-0.01517325093798283
2018-04-09,0.016157358623112072,-0.015797268389007746,-0.005966277561608169,0.008925251022684932,-0.0035689615473175618,0.001262227832123708,-0.002789400278940035,-0.028554278854398873,0.0057703404500866196,0.0037230081906181045,0.00998238402818541,-0.004782928623988214,-0.01139072847682121,-0.003382822777673322,-0.0062199036918137995,0.08181818181818179,0.0,0.010461678417102549,0.016666666666666607,-0.03873239436619724,-0.0015537600994405265,-0.007017543859649145,-0.007341490545050178,-0.032208486468426334,0.05843495934959342,0.007653061224489832,0.014596734289955338,0.010588828505798675
2018-04-10,0.0244267772784883,0.0006687844841999357,-0.000521920668058562,-0.0011057869517139274,0.00046216060080883636,-0.009297195083517229,0.011561771561771517,0.036102039014917375,0.04417670682730912,0.014836795252225476,0.04050387596899219,0.02828096118299439,0.026527331189710734,-0.019422968131246443,0.05592570159499277,0.07352941176470607,0.03960396039603964,-0.0063020481656538285,0.010928961748633892,0.0012210012210012167,0.03812636165577321,0.023321554770318054,0.036754818467055195,0.05192294414140708,0.023523763802208553,0.0193596425912137,0.032918800292611516,0.016077170418006492
2018-04-11,0.0020245191766956605,-0.013199665831244767,-0.01305483028720622,-0.009963099630996397,-0.0010393809908766372,0.0038174009861620117,-0.009125265001382554,-0.007156244675413093,-0.012087912087912045,0.011695906432748648,0.02309554851927742,0.01114506561207973,-0.00835291046724096,0.006346153846153779,-0.00019120458891008774,-0.016634050880626194,-0.00952380952380949,0.014722536806341946,0.00540540540540535,0.009756097560975618,0.012591815320041944,0.022099447513812098,-0.013402507565931643,-0.012372825730226467,0.007035647279549639,-0.011395178962746555,-0.019830028328611804,-0.018823657791357418
2018-04-12,-0.010102143899427651,0.020487639688452353,0.00026455026455041164,-0.011181513231457219,0.004046242774566444,-0.004278244335287562,-0.0027906976744185297,-0.0017161489617298908,-0.006674082313681939,-0.015173410404624166,0.0012743491716731281,-0.000888888888888828,0.0010529086601736015,0.019300592394420057,0.02294893861158931,0.011940298507462588,-0.1298076923076923,-0.003794642857142705,0.005376344086021501,0.022946859903381744,0.00014803849000744052,0.008108108108108025,-0.012269938650306789,-0.022762768750207663,-0.0004657661853748607,0.0007388798581349221,0.0038535645472059787,0.0378690985931156
2018-04-13,-0.015534641115772851,0.061058569769371074,-0.009785770960063611,0.005277044854881341,0.010017271157167551,0.00954805856142582,0.0,0.020285370465875863,0.0005599104143338973,-0.0014673514306677848,0.02400000000000002,-0.004448398576512469,-0.006573757559821147,-0.017247844019497638,0.005421574126004858,0.01179941002949847,0.0027624309392264568,0.015908581671521427,0.0053475935828875,0.0035419126328215533,0.005772646536412074,-0.002680965147452974,0.0026619343389531203,0.02128672470076154,0.008853681267474212,-0.013437684583579412,-0.01247600767754331,-0.015162880411487278
2018-04-16,0.022460262612301385,0.019702892885066214,0.009081196581196771,0.014998125234345627,0.014021887824897439,0.015920554854981228,0.018283582089552164,0.002864363942712833,0.016228315612758726,0.014695077149155189,-0.0014204545454544748,0.016979445933869464,0.018793012175754464,0.019458222052651575,-0.006879880996653154,0.03401360544217691,-0.01928374655647369,0.005513895015438974,0.0,0.015294117647058902,0.008388520971302382,-0.02016129032258074,0.031858407079645934,-0.03039888126789636,0.015704387990762125,-0.014219428229306996,-0.01846452866861026,0.02660355802187042
