Date,AMGN,ANET,BIIB,BIO,BKNG,DKS,EBAY,EXEL,FFIV,HOLX,HPQ,INTU,LOGI,LPX,LRCX,META,MU,NTAP,NVDA,REGN,RHI,STLD,SWKS,TPL,TXN,VRTX,WBD,WSM
2018-04-03,0.013068352905751146,0.0,-0.0015362134212595357,0.006993289675802483,0.018076085993126156,0.011669658886894085,0.006351626016260159,-0.009771986970683932,0.011584109160684974,0.003820960698689868,0.008514664143803197,0.0034730397927948964,0.008630289532293833,0.03349788434414669,0.0211481920874812,0.004633502799408218,0.029764282860567315,0.024847870182555853,0.019434341240974984,0.004961277831558419,0.025052192066805867,0.028478057889822495,0.011395421112607496,0.007118977384464209,0.01520119225037253,0.013114963853880113,0.0208526413345691,0.005225080385852232
2018-04-04,0.03150636071810742,0.021506224655632122,0.022215550885619884,0.005660150134478625,0.001663788892274587,0.039337474120082705,0.004544306993183422,0.048402255639097724,0.007517212308556953,0.013322457857531278,0.010318949343339545,0.015134627793746747,-0.0035881865857023687,0.0184237461617196,0.01868970045966556,-0.0064697969380566045,0.03569350145489825,0.024410357908626112,0.003958322239380863,0.015502709211318688,-0.006279701289884643,0.008624602814343962,0.020485506504148265,0.00950948996328993,0.01986690154629067,0.023743369537762016,0.023150249659555033,0.023990403838464625
2018-04-05,-0.00875979714153996,0.014596848934198547,-0.027239353891336138,-0.012174676672521256,0.009695752314088368,0.012236767216846856,0.0060316662478010485,-0.009412819363514013,-0.0011854124538036581,0.004829621679635077,0.00046425255338911064,-0.007049985553308269,0.0030470914127422866,0.014405360134003287,-0.03297466157584161,0.02733720180528687,-0.06649185240681765,0.01271936886169689,-0.02148161244695901,-0.025967096487327868,0.011614005123825821,0.024752475247524774,-0.008330824048981222,0.009245826805160506,-0.01890413587947415,-0.02751048605970896,0.003992901508429458,0.014837953924248248
2018-04-06,-0.022441860465116314,-0.015300296871431751,-0.027662465091705224,-0.013617812260071971,-0.02758370036679436,-0.05088557773404556,-0.023482388208843297,-0.04570135746606341,-0.017662664060318356,-0.02723631508678248,-0.03573085846867752,-0.02415177792003731,-0.009113504556752194,-0.02443857331571997,-0.022407958158137675,-0.013430400401656883,-0.027688603531300204,0.0033386327503974744,-0.032216099015267896,-0.027328890106211312,-0.03511733918622317,-0.0452349582784366,-0.03279352226720644,-0.02064127872434207,-0.027190923317683913,-0.02162882151465173,-0.00044189129474137,-0.032320123124278566
2018-04-09,0.008802188652313747,0.003014842300556486,-0.0005045604502231793,0.0028676771814830637,0.007539060002655473,0.012440758293838838,-0.005372217958557246,-0.06733048838311984,0.00049747708052017,0.0027449903925336194,0.005293551491819093,0.010197996183205937,0.001393534002229524,-0.005416384563303955,0.012955677943876198,0.004643765903308061,-0.010317787866281458,0.007447314213278489,0.005414286247712896,0.0002815931917024006,0.014348206474190661,0.004599816007359703,0.004813729593972305,0.020234833659491303,0.0035190026141163067,0.0162722852512156,-0.003978779840848823,-0.016898608349900535
2018-04-10,0.02069331446763356,0.02962620423892104,0.029395775085430342,0.02132352941176463,0.0140818259027502,0.011410181392627283,0.018261316872427935,0.07676664972038627,0.029549651939195787,0.013139885026005826,0.041168022977501106,0.011334789538933965,0.0331199554689674,0.030973451327433565,0.03650579950289967,0.04501994554549471,0.052543786488740585,0.03900597672223971,0.05802941394934269,0.026086956521739202,0.022770398481973375,0.033653846153846034,0.020724848989793987,-0.0007097095945064469,0.025548542230237503,0.02813217657565703,0.0031069684864624136,0.020829120323559103
2018-04-11,-0.004158724657771562,-0.002275551297213907,0.003395073371307955,-0.010319174466042802,0.001472860381499741,0.01417413942724921,0.006062136903258297,-0.028328611898017053,0.0031047329929625445,-0.006484733855714575,-0.007356321839080415,0.0016344638374876652,-0.011853448275861989,-0.013535820402773235,0.003447069990508256,0.007755695588948175,0.0,0.0012110202845896367,-0.007318742650543109,-0.016034629923180277,-0.01737223815145894,-0.02635658914728678,0.0036730945821854544,0.007754765149624587,-0.00019538882375924604,-0.014146553328783229,-0.0022123893805310324,-0.006339144215530945
2018-04-12,-0.008062177367902046,0.008657813789481494,0.005451332756870597,0.012285806660200516,0.002479994232571503,-0.00798630918425558,0.017574692442882345,0.013119533527697014,0.02035903432148012,0.007614903453902366,0.01621120889300598,0.01188880470889897,0.008178844056706547,0.009370816599732379,0.025689534999502106,-0.014730639730639705,0.04179873217115704,0.021620804354399725,0.03695190947666194,0.007125596381436283,0.011328527291452284,0.025705186533212077,0.015655179424621135,0.018647263861640617,0.018565565761188063,0.01944741645163317,0.027937915742793695,-0.02571770334928225
2018-04-13,0.002689743889603413,-0.09181517955431251,-0.007665270714926731,-0.013653784733312024,2.3971502677744283e-05,-0.05520414031052334,-0.015544041450777257,-0.019664268585131928,0.04523087293562522,-0.0008097165991901578,-0.007748404740200665,-0.009445372343488967,0.0016224986479178582,-0.0049734748010609175,-0.011066886710028201,0.003966558857630975,-0.006845407872219211,-0.0014799467219179796,-0.013213981244671769,-0.010828103851359572,-0.006109979633401208,-0.011310711909514382,-0.014412971674507058,0.00972326103216159,-0.01995395241749809,-0.0036424249907396344,-0.01509922346850745,-0.01677921014937589
2018-04-16,-0.0005831583858175726,-0.019492219492219465,-0.008591130035042638,0.060997328584149635,0.005144161161343641,-0.021606816798539263,0.00726817042606509,-0.001956947162426781,0.0012253321294981578,0.018098325229605416,0.0036747818098301632,0.019245304959590648,0.008369330453563695,0.012995668110629799,-0.0009325611072935613,0.0018842693897398455,-0.011104729082902498,0.011857121683711336,-3.455723542122868e-05,-0.01044906082846131,0.0121243169398908,0.009421265141319024,-0.007514979181476589,0.0037037037037037646,0.013116679718089275,-0.016667699361794353,0.024967148488830526,0.007700312174818036
