Date,Mkt,Rf,Rm-Rf,S,B,SMB,H,L,HML,U,D,UMD,S-Rf,B-Rf,H-Rf,L-Rf,U-Rf,D-Rf
193712,-0.0401,0,-0.0401,-0.1255,-0.045633333,-0.079866667,-0.09945,-0.08615,-0.0133,-0.06685,-0.10685,0.04,-0.128,-0.048133333,-0.10195,-0.08865,-0.06935,-0.10935
193801,0.0076,0,0.0076,0.058033333,-0.001066667,0.0591,0.0187,0.03835,-0.01965,0.0241,0.0323,-0.0082,0.055533333,-0.003566667,0.0162,0.03585,0.0216,0.0298
193802,0.0579,0,0.0579,0.059266667,0.059,0.000266667,0.0542,0.07015,-0.01595,0.04535,0.07535,-0.03,0.056766667,0.0565,0.0517,0.06765,0.04285,0.07285
193803,-0.2371,-0.0001,-0.237,-0.297633333,-0.2586,-0.039033333,-0.3128,-0.2678,-0.045,-0.21485,-0.37555,0.1607,-0.300133333,-0.2611,-0.3153,-0.2703,-0.21735,-0.37805
193804,0.1456,0.0001,0.1455,0.210433333,0.143333333,0.0671,0.1771,0.17755,-0.00045,0.15025,0.2409,-0.09065,0.207933333,0.140833333,0.1746,0.17505,0.14775,0.2384
193805,-0.0392,0,-0.0392,-0.069933333,-0.045,-0.024933333,-0.0618,-0.0538,-0.008,-0.0314,-0.0985,0.0671,-0.072433333,-0.0475,-0.0643,-0.0563,-0.0339,-0.101
193806,0.2361,0,0.2361,0.2977,0.2591,0.0386,0.3031,0.2821,0.021,0.1813,0.4238,-0.2425,0.2952,0.2566,0.3006,0.2796,0.1788,0.4213
193807,0.0719,-0.0001,0.072,0.144966667,0.0774,0.067566667,0.11625,0.1107,0.00555,0.0845,0.13725,-0.05275,0.142466667,0.0749,0.11375,0.1082,0.082,0.13475
193808,-0.0272,0,-0.0272,-0.0635,-0.0398,-0.0237,-0.0721,-0.03,-0.0421,-0.03045,-0.0665,0.03605,-0.066,-0.0423,-0.0746,-0.0325,-0.03295,-0.069
193809,0.0086,0.0002,0.0084,-0.027566667,0.003733333,-0.0313,-0.01785,-0.0093,-0.00855,-0.0004,-0.02385,0.02345,-0.030066667,0.001233333,-0.02035,-0.0118,-0.0029,-0.02635
193810,0.0778,0.0001,0.0777,0.160033333,0.092833333,0.0672,0.1535,0.11125,0.04225,0.1032,0.1806,-0.0774,0.157533333,0.090333333,0.151,0.10875,0.1007,0.1781
193811,-0.0183,-0.0006,-0.0177,-0.043866667,-0.020333333,-0.023533333,-0.04025,-0.0322,-0.00805,-0.02115,-0.05595,0.0348,-0.046366667,-0.022833333,-0.04275,-0.0347,-0.02365,-0.05845
193812,0.041,0,0.041,0.035133333,0.055133333,-0.02,0.0534,0.04275,0.01065,0.04685,0.02915,0.0177,0.032633333,0.052633333,0.0509,0.04025,0.04435,0.02665
193901,-0.0596,-0.0001,-0.0595,-0.0879,-0.0741,-0.0138,-0.10095,-0.06565,-0.0353,-0.08165,-0.0509,-0.03075,-0.0904,-0.0766,-0.10345,-0.06815,-0.08415,-0.0534
193902,0.0349,0.0001,0.0348,0.0472,0.0443,0.0029,0.06355,0.0313,0.03225,0.05975,0.02675,0.033,0.0447,0.0418,0.06105,0.0288,0.05725,0.02425
193903,-0.1192,-0.0001,-0.1191,-0.2013,-0.147366667,-0.053933333,-0.2203,-0.14065,-0.07965,-0.16795,-0.15325,-0.0147,-0.2038,-0.149866667,-0.2228,-0.14315,-0.17045,-0.15575
193904,-0.0023,0,-0.0023,0.008933333,-0.012133333,0.021066667,0.00065,-0.0025,0.00315,0.01885,-0.0109,0.02975,0.006433333,-0.014633333,-0.00185,-0.005,0.01635,-0.0134
193905,0.0687,0.0001,0.0686,0.109433333,0.071166667,0.038266667,0.0963,0.0995,-0.0032,0.09855,0.0589,0.03965,0.106933333,0.068666667,0.0938,0.097,0.09605,0.0564
193906,-0.0528,0.0001,-0.0529,-0.0898,-0.0713,-0.0185,-0.10945,-0.05905,-0.0504,-0.0675,-0.0826,0.0151,-0.0923,-0.0738,-0.11195,-0.06155,-0.07,-0.0851
193907,0.1018,0,0.1018,0.1599,0.110466667,0.049433333,0.14185,0.14385,-0.002,0.12805,0.13165,-0.0036,0.1574,0.107966667,0.13935,0.14135,0.12555,0.12915
193908,-0.0661,-0.0001,-0.066,-0.1232,-0.076933333,-0.046266667,-0.1175,-0.09315,-0.02435,-0.0731,-0.12955,0.05645,-0.1257,-0.079433333,-0.12,-0.09565,-0.0756,-0.13205
193909,0.1596,0.0001,0.1595,0.4121,0.2345,0.1776,0.4594,0.23515,0.22425,0.1663,0.47185,-0.30555,0.4096,0.232,0.4569,0.23265,0.1638,0.46935
193910,-0.0038,0,-0.0038,-0.014566667,-0.016,0.001433333,-0.04045,0.00325,-0.0437,0.02245,-0.0431,0.06555,-0.017066667,-0.0185,-0.04295,0.00075,0.01995,-0.0456
193911,-0.0368,0,-0.0368,-0.094933333,-0.053366667,-0.041566667,-0.11285,-0.04815,-0.0647,-0.0622,-0.0616,-0.0006,-0.097433333,-0.055866667,-0.11535,-0.05065,-0.0647,-0.0641
193912,0.0303,0,0.0303,0.032466667,0.024066667,0.0084,0.0093,0.0519,-0.0426,0.0489,-0.0025,0.0514,0.029966667,0.021566667,0.0068,0.0494,0.0464,-0.005
194001,-0.024,0,-0.024,-0.025333333,-0.031766667,0.006433333,-0.0341,-0.0283,-0.0058,-0.01295,-0.02855,0.0156,-0.027833333,-0.034266667,-0.0366,-0.0308,-0.01545,-0.03105
194002,0.0137,0,0.0137,0.037266667,0.013933333,0.023333333,0.0214,0.02835,-0.00695,0.0286,0.0112,0.0174,0.034766667,0.011433333,0.0189,0.02585,0.0261,0.0087
194003,0.0189,0,0.0189,0.0397,0.020633333,0.019066667,0.02625,0.04115,-0.0149,0.02195,0.02365,-0.0017,0.0372,0.018133333,0.02375,0.03865,0.01945,0.02115
194004,0.0012,0,0.0012,0.037066667,0.002466667,0.0346,0.0228,0.02335,-0.00055,0.0293,-0.00415,0.03345,0.034566667,-3.33333E-05,0.0203,0.02085,0.0268,-0.00665
194005,-0.2203,-0.0002,-0.2201,-0.285533333,-0.2242,-0.061333333,-0.2804,-0.2431,-0.0373,-0.2463,-0.27635,0.03005,-0.288033333,-0.2267,-0.2829,-0.2456,-0.2488,-0.27885
194006,0.0667,0,0.0667,0.058966667,0.0787,-0.019733333,0.0904,0.04955,0.04085,0.04575,0.0694,-0.02365,0.056466667,0.0762,0.0879,0.04705,0.04325,0.0669
194007,0.0322,0.0001,0.0321,0.039666667,0.034533333,0.005133333,0.03415,0.0397,-0.00555,0.0422,0.0362,0.006,0.037166667,0.032033333,0.03165,0.0372,0.0397,0.0337
194008,0.024,-0.0001,0.0241,0.028033333,0.023433333,0.0046,0.02725,0.0248,0.00245,0.01895,0.0377,-0.01875,0.025533333,0.020933333,0.02475,0.0223,0.01645,0.0352
194009,0.023,0,0.023,0.053533333,0.019033333,0.0345,0.03005,0.05065,-0.0206,0.0342,0.0372,-0.003,0.051033333,0.016533333,0.02755,0.04815,0.0317,0.0347
194010,0.0297,0,0.0297,0.046533333,0.052766667,-0.006233333,0.0722,0.01535,0.05685,0.02335,0.08295,-0.0596,0.044033333,0.050266667,0.0697,0.01285,0.02085,0.08045
194011,-0.0163,0,-0.0163,0.007033333,-0.014166667,0.0212,-0.0026,-0.0076,0.005,0.00505,-0.01065,0.0157,0.004533333,-0.016666667,-0.0051,-0.0101,0.00255,-0.01315
194012,0.0068,0,0.0068,-0.016033333,0.0089,-0.024933333,-0.0125,-0.00035,-0.01215,0.01215,-0.02095,0.0331,-0.018533333,0.0064,-0.015,-0.00285,0.00965,-0.02345
194101,-0.0405,-0.0001,-0.0404,-0.025133333,-0.035,0.009866667,-0.0106,-0.0472,0.0366,-0.0426,0.0057,-0.0483,-0.027633333,-0.0375,-0.0131,-0.0497,-0.0451,0.0032
194102,-0.0148,-0.0001,-0.0147,-0.027233333,-0.010766667,-0.016466667,-0.01715,-0.0245,0.00735,-0.01695,-0.0253,0.00835,-0.029733333,-0.013266667,-0.01965,-0.027,-0.01945,-0.0278
194103,0.0096,0.0001,0.0095,0.018733333,0.015666667,0.003066667,0.03605,0.002,0.03405,0.0213,0.00025,0.02105,0.016233333,0.013166667,0.03355,-0.0005,0.0188,-0.00225
194104,-0.0531,-0.0001,-0.053,-0.0587,-0.0405,-0.0182,-0.03285,-0.0677,0.03485,-0.0456,-0.0756,0.03,-0.0612,-0.043,-0.03535,-0.0702,-0.0481,-0.0781
194105,0.0139,0,0.0139,0.011266667,0.0215,-0.010233333,0.01805,0.01,0.00805,0.02255,-0.00485,0.0274,0.008766667,0.019,0.01555,0.0075,0.02005,-0.00735
194106,0.0587,0,0.0587,0.063933333,0.049933333,0.014,0.059,0.05405,0.00495,0.06065,0.0674,-0.00675,0.061433333,0.047433333,0.0565,0.05155,0.05815,0.0649
194107,0.0595,0.0003,0.0592,0.132533333,0.074033333,0.0585,0.1427,0.0736,0.0691,0.1013,0.12555,-0.02425,0.130033333,0.071533333,0.1402,0.0711,0.0988,0.12305
194108,-0.0005,0.0001,-0.0006,-0.009933333,-0.005933333,-0.004,-0.0112,-0.00105,-0.01015,-0.00515,-0.0079,0.00275,-0.012433333,-0.008433333,-0.0137,-0.00355,-0.00765,-0.0104
194109,-0.0075,0.0001,-0.0076,-0.027066667,-0.012033333,-0.015033333,-0.02055,-0.02135,0.0008,-0.0214,-0.005,-0.0164,-0.029566667,-0.014533333,-0.02305,-0.02385,-0.0239,-0.0075
194110,-0.0518,0,-0.0518,-0.0606,-0.036566667,-0.024033333,-0.04075,-0.0582,0.01745,-0.02175,-0.0751,0.05335,-0.0631,-0.039066667,-0.04325,-0.0607,-0.02425,-0.0776
194111,-0.0194,0,-0.0194,-0.022633333,-0.014333333,-0.0083,-0.02245,-0.01235,-0.0101,0.0001,-0.0391,0.0392,-0.025133333,-0.016833333,-0.02495,-0.01485,-0.0024,-0.0416
194112,-0.0467,0.0001,-0.0468,-0.0925,-0.0604,-0.0321,-0.1075,-0.05755,-0.04995,-0.0831,-0.0865,0.0034,-0.095,-0.0629,-0.11,-0.06005,-0.0856,-0.089
194201,0.0072,0.0002,0.007,0.1081,0.031966667,0.076133333,0.12515,0.0258,0.09935,0.0543,0.09155,-0.03725,0.1056,0.029466667,0.12265,0.0233,0.0518,0.08905
194202,-0.0241,0.0001,-0.0242,-0.0084,-0.023566667,0.015166667,-0.01765,-0.0073,-0.01035,-0.02265,-0.0141,-0.00855,-0.0109,-0.026066667,-0.02015,-0.0098,-0.02515,-0.0166
194203,-0.0657,0.0001,-0.0658,-0.041566667,-0.064633333,0.023066667,-0.05875,-0.04625,-0.0125,-0.05495,-0.049,-0.00595,-0.044066667,-0.067133333,-0.06125,-0.04875,-0.05745,-0.0515
194204,-0.0431,0.0001,-0.0432,-0.0458,-0.0388,-0.007,-0.0354,-0.0559,0.0205,-0.0491,-0.0436,-0.0055,-0.0483,-0.0413,-0.0379,-0.0584,-0.0516,-0.0461
194205,0.061,0.0003,0.0607,0.010366667,0.043066667,-0.0327,0.00775,0.037,-0.02925,0.0072,0.0554,-0.0482,0.007866667,0.040566667,0.00525,0.0345,0.0047,0.0529
194206,0.0255,0.0002,0.0253,0.016466667,0.0262,-0.009733333,0.02225,0.02125,0.001,0.01395,0.02915,-0.0152,0.013966667,0.0237,0.01975,0.01875,0.01145,0.02665
194207,0.0349,0.0003,0.0346,0.045666667,0.048933333,-0.003266667,0.06155,0.0369,0.02465,0.04235,0.0338,0.00855,0.043166667,0.046433333,0.05905,0.0344,0.03985,0.0313
194208,0.0187,0.0003,0.0184,0.023833333,0.028866667,-0.005033333,0.03475,0.0178,0.01695,0.0234,0.0247,-0.0013,0.021333333,0.026366667,0.03225,0.0153,0.0209,0.0222
194209,0.0263,0.0003,0.026,0.035866667,0.032466667,0.0034,0.05535,0.01835,0.037,0.03615,0.03705,-0.0009,0.033366667,0.029966667,0.05285,0.01585,0.03365,0.03455
194210,0.0677,0.0003,0.0674,0.099733333,0.0855,0.014233333,0.13185,0.06535,0.0665,0.07535,0.11175,-0.0364,0.097233333,0.083,0.12935,0.06285,0.07285,0.10925
194211,0.0025,0.0003,0.0022,-0.022866667,-0.015433333,-0.007433333,-0.05005,0.0018,-0.05185,-0.0138,-0.00305,-0.01075,-0.025366667,-0.017933333,-0.05255,-0.0007,-0.0163,-0.00555
194212,0.0504,0.0003,0.0501,0.0321,0.0522,-0.0201,0.04315,0.03435,0.0088,0.0543,0.02105,0.03325,0.0296,0.0497,0.04065,0.03185,0.0518,0.01855
194301,0.0733,0.0003,0.073,0.1605,0.0805,0.08,0.16375,0.0894,0.07435,0.12585,0.1294,-0.00355,0.158,0.078,0.16125,0.0869,0.12335,0.1269
194302,0.0599,0.0003,0.0596,0.1246,0.080933333,0.043666667,0.14365,0.0819,0.06175,0.08065,0.09955,-0.0189,0.1221,0.078433333,0.14115,0.0794,0.07815,0.09705
194303,0.0621,0.0003,0.0618,0.1235,0.075033333,0.048466667,0.1275,0.07245,0.05505,0.1243,0.07945,0.04485,0.121,0.072533333,0.125,0.06995,0.1218,0.07695
194304,0.0069,0.0003,0.0066,0.033666667,0.0158,0.017866667,0.0602,-0.00615,0.06635,0.06515,0.00045,0.0647,0.031166667,0.0133,0.0577,-0.00865,0.06265,-0.00205
194305,0.0572,0.0003,0.0569,0.100033333,0.0593,0.040733333,0.09485,0.06565,0.0292,0.10905,0.05605,0.053,0.097533333,0.0568,0.09235,0.06315,0.10655,0.05355
194306,0.0169,0.0003,0.0166,0.004166667,0.0112,-0.007033333,0.00095,0.00865,-0.0077,0.0035,0.0177,-0.0142,0.001666667,0.0087,-0.00155,0.00615,0.001,0.0152
194307,-0.0462,0.0003,-0.0465,-0.0725,-0.045933333,-0.026566667,-0.07395,-0.04865,-0.0253,-0.08925,-0.04275,-0.0465,-0.075,-0.048433333,-0.07645,-0.05115,-0.09175,-0.04525
194308,0.013,0.0003,0.0127,0.002866667,0.010866667,-0.008,0.00205,0.01015,-0.0081,0.00565,0.00045,0.0052,0.000366667,0.008366667,-0.00045,0.00765,0.00315,-0.00205
194309,0.0245,0.0003,0.0242,0.039266667,0.025633333,0.013633333,0.04175,0.0292,0.01255,0.03955,0.02025,0.0193,0.036766667,0.023133333,0.03925,0.0267,0.03705,0.01775
194310,-0.0122,0.0003,-0.0125,0.0012,-0.007066667,0.008266667,0.00475,-0.0087,0.01345,-0.00095,0.00025,-0.0012,-0.0013,-0.009566667,0.00225,-0.0112,-0.00345,-0.00225
194311,-0.0585,0.0003,-0.0588,-0.0836,-0.068966667,-0.014633333,-0.10185,-0.0551,-0.04675,-0.11215,-0.0645,-0.04765,-0.0861,-0.071466667,-0.10435,-0.0576,-0.11465,-0.067
194312,0.0636,0.0003,0.0633,0.099366667,0.0665,0.032866667,0.09585,0.06535,0.0305,0.1322,0.0702,0.062,0.096866667,0.064,0.09335,0.06285,0.1297,0.0677
194401,0.0181,0.0003,0.0178,0.046333333,0.0251,0.021233333,0.05115,0.0295,0.02165,0.0375,0.03085,0.00665,0.043833333,0.0226,0.04865,0.027,0.035,0.02835
194402,0.0037,0.0003,0.0034,0.013066667,0.011633333,0.001433333,0.02125,0.0064,0.01485,0.0091,0.0051,0.004,0.010566667,0.009133333,0.01875,0.0039,0.0066,0.0026
194403,0.0244,0.0002,0.0242,0.044633333,0.0261,0.018533333,0.05025,0.02195,0.0283,0.05545,0.02745,0.028,0.042133333,0.0236,0.04775,0.01945,0.05295,0.02495
194404,-0.0163,0.0003,-0.0166,-0.0276,-0.016333333,-0.011266667,-0.02505,-0.01795,-0.0071,-0.0224,-0.0272,0.0048,-0.0301,-0.018833333,-0.02755,-0.02045,-0.0249,-0.0297
194405,0.051,0.0003,0.0507,0.066233333,0.0525,0.013733333,0.0654,0.0533,0.0121,0.0693,0.049,0.0203,0.063733333,0.05,0.0629,0.0508,0.0668,0.0465
194406,0.0562,0.0003,0.0559,0.098366667,0.058733333,0.039633333,0.0933,0.07085,0.02245,0.06385,0.11505,-0.0512,0.095866667,0.056233333,0.0908,0.06835,0.06135,0.11255
194407,-0.0152,0.0003,-0.0155,-0.0055,-0.013066667,0.007566667,-0.01035,-0.0038,-0.00655,-0.01215,-0.01335,0.0012,-0.008,-0.015566667,-0.01285,-0.0063,-0.01465,-0.01585
194408,0.0159,0.0003,0.0156,0.033566667,0.012,0.021566667,0.0146,0.02935,-0.01475,0.05595,0.0098,0.04615,0.031066667,0.0095,0.0121,0.02685,0.05345,0.0073
194409,0.0002,0.0002,0,0.0051,0.000266667,0.004833333,-0.0015,0.01045,-0.01195,-0.00865,0.0053,-0.01395,0.0026,-0.002233333,-0.004,0.00795,-0.01115,0.0028
194410,0.0025,0.0003,0.0022,0.0011,0.003333333,-0.002233333,-0.0012,0.0006,-0.0018,-0.0103,0.003,-0.0133,-0.0014,0.000833333,-0.0037,-0.0019,-0.0128,0.0005
194411,0.0165,0.0003,0.0162,0.024733333,0.0198,0.004933333,0.02835,0.01175,0.0166,0.0303,0.0156,0.0147,0.022233333,0.0173,0.02585,0.00925,0.0278,0.0131
194412,0.0412,0.0002,0.041,0.075366667,0.0603,0.015066667,0.10625,0.0416,0.06465,0.08825,0.0556,0.03265,0.072866667,0.0578,0.10375,0.0391,0.08575,0.0531
194501,0.0192,0.0003,0.0189,0.0498,0.019766667,0.030033333,0.0364,0.03025,0.00615,0.0346,0.03405,0.00055,0.0473,0.017266667,0.0339,0.02775,0.0321,0.03155
194502,0.0643,0.0002,0.0641,0.087166667,0.0719,0.015266667,0.10265,0.0593,0.04335,0.098,0.0681,0.0299,0.084666667,0.0694,0.10015,0.0568,0.0955,0.0656
194503,-0.0387,0.0002,-0.0389,-0.0585,-0.038733333,-0.019766667,-0.0543,-0.04015,-0.01415,-0.064,-0.0335,-0.0305,-0.061,-0.041233333,-0.0568,-0.04265,-0.0665,-0.036
194504,0.0775,0.0003,0.0772,0.0894,0.084866667,0.004533333,0.10585,0.0718,0.03405,0.11285,0.0704,0.04245,0.0869,0.082366667,0.10335,0.0693,0.11035,0.0679
194505,0.0186,0.0003,0.0183,0.029,0.016266667,0.012733333,0.03355,0.02345,0.0101,0.0258,0.0255,0.0003,0.0265,0.013766667,0.03105,0.02095,0.0233,0.023
194506,0.0034,0.0002,0.0032,0.041633333,0.0117,0.029933333,0.0538,0.01085,0.04295,0.05525,0.015,0.04025,0.039133333,0.0092,0.0513,0.00835,0.05275,0.0125
194507,-0.0221,0.0003,-0.0224,-0.042166667,-0.025733333,-0.016433333,-0.04885,-0.02405,-0.0248,-0.0485,-0.0243,-0.0242,-0.044666667,-0.028233333,-0.05135,-0.02655,-0.051,-0.0268
194508,0.0611,0.0003,0.0608,0.067266667,0.051066667,0.0162,0.0383,0.0798,-0.0415,0.045,0.0643,-0.0193,0.064766667,0.048566667,0.0358,0.0773,0.0425,0.0618
194509,0.0481,0.0003,0.0478,0.067733333,0.048633333,0.0191,0.0632,0.05895,0.00425,0.06605,0.0526,0.01345,0.065233333,0.046133333,0.0607,0.05645,0.06355,0.0501
194510,0.039,0.0003,0.0387,0.067966667,0.042566667,0.0254,0.0621,0.0447,0.0174,0.05525,0.05445,0.0008,0.065466667,0.040066667,0.0596,0.0422,0.05275,0.05195
194511,0.0545,0.0002,0.0543,0.100333333,0.060066667,0.040266667,0.1038,0.05995,0.04385,0.10755,0.06515,0.0424,0.097833333,0.057566667,0.1013,0.05745,0.10505,0.06265
194512,0.0118,0.0003,0.0115,0.032766667,0.0063,0.026466667,0.00765,0.02715,-0.0195,0.0353,0.0211,0.0142,0.030266667,0.0038,0.00515,0.02465,0.0328,0.0186
194601,0.0633,0.0003,0.063,0.1012,0.062333333,0.038866667,0.0968,0.07995,0.01685,0.1018,0.0611,0.0407,0.0987,0.059833333,0.0943,0.07745,0.0993,0.0586
194602,-0.0579,0.0003,-0.0582,-0.068133333,-0.06,-0.008133333,-0.0735,-0.06105,-0.01245,-0.0717,-0.05375,-0.01795,-0.070633333,-0.0625,-0.076,-0.06355,-0.0742,-0.05625
194603,0.0587,0.0003,0.0584,0.061966667,0.058533333,0.003433333,0.0549,0.0623,-0.0074,0.07455,0.05,0.02455,0.059466667,0.056033333,0.0524,0.0598,0.07205,0.0475
194604,0.0429,0.0003,0.0426,0.060733333,0.037366667,0.023366667,0.04235,0.0444,-0.00205,0.0629,0.03725,0.02565,0.058233333,0.034866667,0.03985,0.0419,0.0604,0.03475
194605,0.0399,0.0003,0.0396,0.057366667,0.044333333,0.013033333,0.0658,0.0468,0.019,0.04245,0.04845,-0.006,0.054866667,0.041833333,0.0633,0.0443,0.03995,0.04595
194606,-0.0391,0.0003,-0.0394,-0.052066667,-0.0377,-0.014366667,-0.0483,-0.0473,-0.001,-0.0559,-0.03245,-0.02345,-0.054566667,-0.0402,-0.0508,-0.0498,-0.0584,-0.03495
194607,-0.0255,0.0003,-0.0258,-0.0446,-0.024466667,-0.020133333,-0.03685,-0.03745,0.0006,-0.0358,-0.0349,-0.0009,-0.0471,-0.026966667,-0.03935,-0.03995,-0.0383,-0.0374
194608,-0.0639,0.0003,-0.0642,-0.0804,-0.063133333,-0.017266667,-0.0702,-0.0731,0.0029,-0.07595,-0.07445,-0.0015,-0.0829,-0.065633333,-0.0727,-0.0756,-0.07845,-0.07695
194609,-0.1002,0.0003,-0.1005,-0.1438,-0.098533333,-0.045266667,-0.1381,-0.1152,-0.0229,-0.12345,-0.1345,0.01105,-0.1463,-0.101033333,-0.1406,-0.1177,-0.12595,-0.137
194610,-0.0142,0.0003,-0.0145,-0.0126,-0.012733333,0.000133333,0.00465,-0.0299,0.03455,-0.0124,-0.01925,0.00685,-0.0151,-0.015233333,0.00215,-0.0324,-0.0149,-0.02175
194611,0.0012,0.0003,0.0009,-0.002866667,0.000633333,-0.0035,0.00555,-0.0091,0.01465,-0.0099,-0.01075,0.00085,-0.005366667,-0.001866667,0.00305,-0.0116,-0.0124,-0.01325
194612,0.0509,0.0003,0.0506,0.048966667,0.0481,0.000866667,0.04385,0.05365,-0.0098,0.0526,0.05015,0.00245,0.046466667,0.0456,0.04135,0.05115,0.0501,0.04765
194701,0.0151,0.0003,0.0148,0.031833333,0.014666667,0.017166667,0.02535,0.03375,-0.0084,0.0062,0.0679,-0.0617,0.029333333,0.012166667,0.02285,0.03125,0.0037,0.0654
194702,-0.0116,0.0003,-0.0119,-0.005933333,-0.011233333,0.0053,-0.01,-0.00805,-0.00195,-0.0081,-0.0024,-0.0057,-0.008433333,-0.013733333,-0.0125,-0.01055,-0.0106,-0.0049
194703,-0.0171,0.0003,-0.0174,-0.0301,-0.014166667,-0.015933333,-0.0183,-0.0246,0.0063,-0.00915,-0.04975,0.0406,-0.0326,-0.016666667,-0.0208,-0.0271,-0.01165,-0.05225
194704,-0.0479,0.0003,-0.0482,-0.084066667,-0.042933333,-0.041133333,-0.0627,-0.0678,0.0051,-0.0532,-0.1013,0.0481,-0.086566667,-0.045433333,-0.0652,-0.0703,-0.0557,-0.1038
194705,-0.01,0.0003,-0.0103,-0.0432,-0.009966667,-0.033233333,-0.02995,-0.02815,-0.0018,-0.01735,-0.05045,0.0331,-0.0457,-0.012466667,-0.03245,-0.03065,-0.01985,-0.05295
194706,0.0537,0.0003,0.0534,0.048233333,0.051066667,-0.002833333,0.04805,0.0505,-0.00245,0.03935,0.0572,-0.01785,0.045733333,0.048566667,0.04555,0.048,0.03685,0.0547
194707,0.0412,0.0003,0.0409,0.0643,0.0478,0.0165,0.07375,0.0438,0.02995,0.04545,0.07715,-0.0317,0.0618,0.0453,0.07125,0.0413,0.04295,0.07465
194708,-0.0175,0.0003,-0.0178,-0.0154,-0.018433333,0.003033333,-0.01735,-0.01845,0.0011,-0.0025,-0.03755,0.03505,-0.0179,-0.020933333,-0.01985,-0.02095,-0.005,-0.04005
194709,-0.0044,0.0006,-0.005,0.010766667,-0.0048,0.015566667,0.0129,-0.002,0.0149,0.00425,0.0048,-0.00055,0.008266667,-0.0073,0.0104,-0.0045,0.00175,0.0023
194710,0.0246,0.0006,0.024,0.0324,0.027266667,0.005133333,0.03105,0.02775,0.0033,0.0368,0.0232,0.0136,0.0299,0.024766667,0.02855,0.02525,0.0343,0.0207
194711,-0.0183,0.0006,-0.0189,-0.034366667,-0.0174,-0.016966667,-0.02145,-0.0332,0.01175,-0.00935,-0.05305,0.0437,-0.036866667,-0.0199,-0.02395,-0.0357,-0.01185,-0.05555
194712,0.0302,0.0008,0.0294,0.0158,0.038633333,-0.022833333,0.0455,0.01055,0.03495,0.0397,0.004,0.0357,0.0133,0.036133333,0.043,0.00805,0.0372,0.0015
194801,-0.0373,0.0007,-0.038,-0.016133333,-0.0379,0.021766667,-0.0186,-0.0291,0.0105,-0.0428,-0.0011,-0.0417,-0.018633333,-0.0404,-0.0211,-0.0316,-0.0453,-0.0036
194802,-0.0434,0.0007,-0.0441,-0.061066667,-0.043666667,-0.0174,-0.0533,-0.05335,5E-05,-0.05205,-0.06725,0.0152,-0.063566667,-0.046166667,-0.0558,-0.05585,-0.05455,-0.06975
194803,0.0828,0.0009,0.0819,0.0901,0.089366667,0.000733333,0.11615,0.07195,0.0442,0.0954,0.09715,-0.00175,0.0876,0.086866667,0.11365,0.06945,0.0929,0.09465
194804,0.0378,0.0008,0.037,0.031366667,0.045166667,-0.0138,0.05915,0.01925,0.0399,0.05655,0.0159,0.04065,0.028866667,0.042666667,0.05665,0.01675,0.05405,0.0134
194805,0.0746,0.0008,0.0738,0.084,0.0756,0.0084,0.07695,0.0855,-0.00855,0.092,0.06825,0.02375,0.0815,0.0731,0.07445,0.083,0.0895,0.06575
194806,-0.0002,0.0009,-0.0011,-0.011066667,0.0051,-0.016166667,0.0119,-0.01435,0.02625,0.01825,-0.0216,0.03985,-0.013566667,0.0026,0.0094,-0.01685,0.01575,-0.0241
194807,-0.0504,0.0008,-0.0512,-0.0521,-0.0489,-0.0032,-0.0489,-0.0482,-0.0007,-0.0592,-0.04385,-0.01535,-0.0546,-0.0514,-0.0514,-0.0507,-0.0617,-0.04635
194808,0.0039,0.0009,0.003,-0.007066667,0.0037,-0.010766667,0.00065,-0.0019,0.00255,0.0009,-0.0016,0.0025,-0.009566667,0.0012,-0.00185,-0.0044,-0.0016,-0.0041
194809,-0.0295,0.0004,-0.0299,-0.042066667,-0.0293,-0.012766667,-0.04505,-0.02855,-0.0165,-0.0475,-0.0349,-0.0126,-0.044566667,-0.0318,-0.04755,-0.03105,-0.05,-0.0374
194810,0.0601,0.0004,0.0597,0.0467,0.0609,-0.0142,0.0575,0.0509,0.0066,0.0697,0.0421,0.0276,0.0442,0.0584,0.055,0.0484,0.0672,0.0396
194811,-0.0906,0.0004,-0.091,-0.107033333,-0.0995,-0.007533333,-0.13105,-0.08585,-0.0452,-0.1076,-0.1157,0.0081,-0.109533333,-0.102,-0.13355,-0.08835,-0.1101,-0.1182
194812,0.0322,0.0004,0.0318,0.006166667,0.0315,-0.025333333,0.014,0.02875,-0.01475,0.04185,-0.0044,0.04625,0.003666667,0.029,0.0115,0.02625,0.03935,-0.0069
194901,0.003,0.001,0.002,0.0182,0.003366667,0.014833333,0.02095,0.0069,0.01405,0.0013,0.03045,-0.02915,0.0157,0.000866667,0.01845,0.0044,-0.0012,0.02795
194902,-0.0295,0.0009,-0.0304,-0.049733333,-0.029766667,-0.019966667,-0.04765,-0.03965,-0.008,-0.0454,-0.04075,-0.00465,-0.052233333,-0.032266667,-0.05015,-0.04215,-0.0479,-0.04325
194903,0.0415,0.001,0.0405,0.065666667,0.040366667,0.0253,0.0633,0.05155,0.01175,0.0556,0.06415,-0.00855,0.063166667,0.037866667,0.0608,0.04905,0.0531,0.06165
