Date,Mkt,Rf,Rm-Rf,S,B,SMB,H,L,HML,U,D,UMD,S-Rf,B-Rf,H-Rf,L-Rf,U-Rf,D-Rf
194904,-0.0179,0.0009,-0.0188,-0.027933333,-0.019066667,-0.008866667,-0.0304,-0.01985,-0.01055,-0.0144,-0.0448,0.0304,-0.030433333,-0.021566667,-0.0329,-0.02235,-0.0169,-0.0473
194905,-0.0274,0.001,-0.0284,-0.041666667,-0.033566667,-0.0081,-0.0523,-0.02685,-0.02545,-0.02575,-0.05745,0.0317,-0.044166667,-0.036066667,-0.0548,-0.02935,-0.02825,-0.05995
194906,0.0031,0.001,0.0021,-0.0122,-0.0015,-0.0107,-0.0163,-0.0005,-0.0158,-0.0056,0.0063,-0.0119,-0.0147,-0.004,-0.0188,-0.003,-0.0081,0.0038
194907,0.0558,0.0009,0.0549,0.065533333,0.058733333,0.0068,0.06215,0.05905,0.0031,0.0539,0.06935,-0.01545,0.063033333,0.056233333,0.05965,0.05655,0.0514,0.06685
194908,0.0266,0.0009,0.0257,0.028133333,0.028433333,-0.0003,0.02465,0.0287,-0.00405,0.03505,0.0184,0.01665,0.025633333,0.025933333,0.02215,0.0262,0.03255,0.0159
194909,0.0318,0.0009,0.0309,0.046533333,0.034366667,0.012166667,0.042,0.0404,0.0016,0.0405,0.05505,-0.01455,0.044033333,0.031866667,0.0395,0.0379,0.038,0.05255
194910,0.0312,0.0009,0.0303,0.042566667,0.032233333,0.010333333,0.03825,0.04135,-0.0031,0.0345,0.03515,-0.00065,0.040066667,0.029733333,0.03575,0.03885,0.032,0.03265
194911,0.0188,0.0008,0.018,0.006833333,0.016733333,-0.0099,0.0121,0.01725,-0.00515,0.02035,0.00745,0.0129,0.004333333,0.014233333,0.0096,0.01475,0.01785,0.00495
194912,0.0521,0.0009,0.0512,0.073433333,0.053566667,0.019866667,0.07675,0.0609,0.01585,0.06875,0.07645,-0.0077,0.070933333,0.051066667,0.07425,0.0584,0.06625,0.07395
195001,0.0173,0.0009,0.0164,0.0563,0.019466667,0.036833333,0.0416,0.0398,0.0018,0.0282,0.0512,-0.023,0.0538,0.016966667,0.0391,0.0373,0.0257,0.0487
195002,0.0146,0.0009,0.0137,0.012266667,0.012933333,-0.000666667,0.0061,0.01515,-0.00905,0.02385,0.01035,0.0135,0.009766667,0.010433333,0.0036,0.01265,0.02135,0.00785
195003,0.0122,0.001,0.0112,-0.0011,0.010566667,-0.011666667,-0.00655,0.0209,-0.02745,0.0135,-0.00185,0.01535,-0.0036,0.008066667,-0.00905,0.0184,0.011,-0.00435
195004,0.0403,0.0009,0.0394,0.062033333,0.042666667,0.019366667,0.06505,0.05,0.01505,0.0532,0.04935,0.00385,0.059533333,0.040166667,0.06255,0.0475,0.0507,0.04685
195005,0.0437,0.001,0.0427,0.024133333,0.044366667,-0.020233333,0.035,0.03015,0.00485,0.0411,0.0374,0.0037,0.021633333,0.041866667,0.0325,0.02765,0.0386,0.0349
195006,-0.0579,0.001,-0.0589,-0.078866667,-0.0537,-0.025166667,-0.06975,-0.06145,-0.0083,-0.0759,-0.05915,-0.01675,-0.081366667,-0.0562,-0.07225,-0.06395,-0.0784,-0.06165
195007,0.0161,0.001,0.0151,0.053466667,0.047633333,0.005833333,0.1216,-0.00945,0.13105,0.02905,0.0333,-0.00425,0.050966667,0.045133333,0.1191,-0.01195,0.02655,0.0308
195008,0.0507,0.001,0.0497,0.051533333,0.042633333,0.0089,0.04105,0.0519,-0.01085,0.0722,0.0402,0.032,0.049033333,0.040133333,0.03855,0.0494,0.0697,0.0377
195009,0.0488,0.001,0.0478,0.0516,0.046733333,0.004866667,0.048,0.05595,-0.00795,0.0538,0.0545,-0.0007,0.0491,0.044233333,0.0455,0.05345,0.0513,0.052
195010,-0.0011,0.0012,-0.0023,0.001066667,0.004266667,-0.0032,0.0109,0.0018,0.0091,0.00595,-0.0082,0.01415,-0.001433333,0.001766667,0.0084,-0.0007,0.00345,-0.0107
195011,0.0285,0.0011,0.0274,0.0242,0.032966667,-0.008766667,0.04665,0.011,0.03565,0.0411,0.0044,0.0367,0.0217,0.030466667,0.04415,0.0085,0.0386,0.0019
195012,0.0577,0.0011,0.0566,0.0828,0.067633333,0.015166667,0.11255,0.0428,0.06975,0.09205,0.04305,0.049,0.0803,0.065133333,0.11005,0.0403,0.08955,0.04055
195101,0.0582,0.0013,0.0569,0.082133333,0.064366667,0.017766667,0.09865,0.05775,0.0409,0.0828,0.06265,0.02015,0.079633333,0.061866667,0.09615,0.05525,0.0803,0.06015
195102,0.0144,0.001,0.0134,0.009533333,0.0092,0.000333333,-0.00815,0.02075,-0.0289,0.00725,0.02395,-0.0167,0.007033333,0.0067,-0.01065,0.01825,0.00475,0.02145
195103,-0.0209,0.0011,-0.022,-0.0328,-0.027533333,-0.005266667,-0.0519,-0.0096,-0.0423,-0.04375,-0.0139,-0.02985,-0.0353,-0.030033333,-0.0544,-0.0121,-0.04625,-0.0164
195104,0.0496,0.0013,0.0483,0.039833333,0.0558,-0.015966667,0.06535,0.03055,0.0348,0.07225,0.01195,0.0603,0.037333333,0.0533,0.06285,0.02805,0.06975,0.00945
195105,-0.0226,0.0012,-0.0238,-0.026,-0.025466667,-0.000533333,-0.0336,-0.02215,-0.01145,-0.0291,-0.0203,-0.0088,-0.0285,-0.027966667,-0.0361,-0.02465,-0.0316,-0.0228
195106,-0.0253,0.0012,-0.0265,-0.0531,-0.033833333,-0.019266667,-0.07085,-0.0312,-0.03965,-0.04875,-0.02455,-0.0242,-0.0556,-0.036333333,-0.07335,-0.0337,-0.05125,-0.02705
195107,0.0712,0.0013,0.0699,0.057133333,0.076866667,-0.019733333,0.08145,0.05995,0.0215,0.1065,0.0336,0.0729,0.054633333,0.074366667,0.07895,0.05745,0.104,0.0311
195108,0.0451,0.0013,0.0438,0.053333333,0.044666667,0.008666667,0.04805,0.04875,-0.0007,0.0528,0.0439,0.0089,0.050833333,0.042166667,0.04555,0.04625,0.0503,0.0414
195109,0.0092,0.0012,0.008,0.027766667,0.007833333,0.019933333,0.0218,0.0154,0.0064,0.0167,0.0118,0.0049,0.025266667,0.005333333,0.0193,0.0129,0.0142,0.0093
195110,-0.0224,0.0016,-0.024,-0.023266667,-0.020333333,-0.002933333,-0.0253,-0.0286,0.0033,-0.0242,-0.021,-0.0032,-0.025766667,-0.022833333,-0.0278,-0.0311,-0.0267,-0.0235
195111,0.0059,0.0011,0.0048,0.004033333,0.007033333,-0.003,0.00535,0.00445,0.0009,0.0088,0.0021,0.0067,0.001533333,0.004533333,0.00285,0.00195,0.0063,-0.0004
195112,0.0349,0.0012,0.0337,0.009633333,0.0313,-0.021666667,0.0105,0.0279,-0.0174,0.03035,0.01315,0.0172,0.007133333,0.0288,0.008,0.0254,0.02785,0.01065
195201,0.0169,0.0015,0.0154,0.016366667,0.022333333,-0.005966667,0.0258,0.0102,0.0156,0.02785,0.0138,0.01405,0.013866667,0.019833333,0.0233,0.0077,0.02535,0.0113
195202,-0.025,0.0012,-0.0262,-0.019966667,-0.027533333,0.007566667,-0.02795,-0.0198,-0.00815,-0.0318,-0.02425,-0.00755,-0.022466667,-0.030033333,-0.03045,-0.0223,-0.0343,-0.02675
195203,0.0456,0.0011,0.0445,0.022666667,0.0522,-0.029533333,0.0504,0.02735,0.02305,0.04565,0.0294,0.01625,0.020166667,0.0497,0.0479,0.02485,0.04315,0.0269
195204,-0.0489,0.0012,-0.0501,-0.045233333,-0.049633333,0.0044,-0.04745,-0.0462,-0.00125,-0.0608,-0.03985,-0.02095,-0.047733333,-0.052133333,-0.04995,-0.0487,-0.0633,-0.04235
195205,0.0329,0.0013,0.0316,0.023866667,0.033533333,-0.009666667,0.03025,0.03165,-0.0014,0.0312,0.02615,0.00505,0.021366667,0.031033333,0.02775,0.02915,0.0287,0.02365
195206,0.0393,0.0015,0.0378,0.0262,0.0425,-0.0163,0.041,0.02685,0.01415,0.0391,0.024,0.0151,0.0237,0.04,0.0385,0.02435,0.0366,0.0215
195207,0.0115,0.0015,0.01,0.0096,0.012366667,-0.002766667,0.0081,0.01275,-0.00465,0.0077,0.0128,-0.0051,0.0071,0.009866667,0.0056,0.01025,0.0052,0.0103
195208,-0.0066,0.0015,-0.0081,0.0039,-0.007566667,0.011466667,-0.0031,-0.0034,0.0003,-0.0001,-0.00315,0.00305,0.0014,-0.010066667,-0.0056,-0.0059,-0.0026,-0.00565
195209,-0.019,0.0016,-0.0206,-0.0101,-0.020866667,0.010766667,-0.0236,-0.00855,-0.01505,-0.0114,-0.02905,0.01765,-0.0126,-0.023366667,-0.0261,-0.01105,-0.0139,-0.03155
195210,-0.0055,0.0014,-0.0069,-0.013833333,-0.0036,-0.010233333,-0.0115,-0.0071,-0.0044,0.0034,-0.02415,0.02755,-0.016333333,-0.0061,-0.014,-0.0096,0.0009,-0.02665
195211,0.0588,0.001,0.0578,0.0572,0.0638,-0.0066,0.0682,0.0587,0.0095,0.0644,0.05975,0.00465,0.0547,0.0613,0.0657,0.0562,0.0619,0.05725
195212,0.0312,0.0016,0.0296,0.018666667,0.033266667,-0.0146,0.0281,0.02635,0.00175,0.03265,0.0175,0.01515,0.016166667,0.030766667,0.0256,0.02385,0.03015,0.015
195301,-0.0013,0.0016,-0.0029,0.0377,0.001266667,0.036433333,0.02625,0.0152,0.01105,0.0175,0.0105,0.007,0.0352,-0.001233333,0.02375,0.0127,0.015,0.008
195302,-0.0017,0.0014,-0.0031,0.017566667,-0.003766667,0.021333333,0.0053,0.00535,-0.00005,0.0134,0.0048,0.0086,0.015066667,-0.006266667,0.0028,0.00285,0.0109,0.0023
195303,-0.0134,0.0018,-0.0152,-0.018033333,-0.016466667,-0.001566667,-0.0237,-0.01555,-0.00815,-0.0162,-0.0173,0.0011,-0.020533333,-0.018966667,-0.0262,-0.01805,-0.0187,-0.0198
195304,-0.0275,0.0016,-0.0291,-0.0222,-0.024466667,0.002266667,-0.01535,-0.03045,0.0151,-0.0171,-0.03575,0.01865,-0.0247,-0.026966667,-0.01785,-0.03295,-0.0196,-0.03825
195305,0.0071,0.0017,0.0054,0.007766667,0.0083,-0.000533333,0.01045,0.0076,0.00285,0.01205,0.0027,0.00935,0.005266667,0.0058,0.00795,0.0051,0.00955,0.0002
195306,-0.0167,0.0018,-0.0185,-0.0354,-0.016066667,-0.019333333,-0.02915,-0.02475,-0.0044,-0.02655,-0.02625,-0.0003,-0.0379,-0.018566667,-0.03165,-0.02725,-0.02905,-0.02875
195307,0.0253,0.0015,0.0238,0.012566667,0.023266667,-0.0107,0.0171,0.01865,-0.00155,0.0198,0.0223,-0.0025,0.010066667,0.020766667,0.0146,0.01615,0.0173,0.0198
195308,-0.0441,0.0017,-0.0458,-0.049966667,-0.052966667,0.003,-0.0717,-0.03695,-0.03475,-0.0418,-0.0637,0.0219,-0.052466667,-0.055466667,-0.0742,-0.03945,-0.0443,-0.0662
195309,0.0031,0.0016,0.0015,-0.0115,-0.002066667,-0.009433333,-0.0208,0.00395,-0.02475,0.009,-0.01985,0.02885,-0.014,-0.004566667,-0.0233,0.00145,0.0065,-0.02235
195310,0.0471,0.0013,0.0458,0.0349,0.046566667,-0.011666667,0.0393,0.04305,-0.00375,0.04325,0.0404,0.00285,0.0324,0.044066667,0.0368,0.04055,0.04075,0.0379
195311,0.0283,0.0008,0.0275,0.015333333,0.029,-0.013666667,0.0212,0.02305,-0.00185,0.03255,0.0136,0.01895,0.012833333,0.0265,0.0187,0.02055,0.03005,0.0111
195312,0.0008,0.0013,-0.0005,-0.013733333,-0.0043,-0.009433333,-0.0253,0.00235,-0.02765,0.01155,-0.0403,0.05185,-0.016233333,-0.0068,-0.0278,-0.00015,0.00905,-0.0428
195401,0.0525,0.0011,0.0514,0.066233333,0.059366667,0.006866667,0.0812,0.04565,0.03555,0.03825,0.09575,-0.0575,0.063733333,0.056866667,0.0787,0.04315,0.03575,0.09325
195402,0.0175,0.0007,0.0168,0.013666667,0.016133333,-0.002466667,0.01085,0.016,-0.00515,0.01925,0.00905,0.0102,0.011166667,0.013633333,0.00835,0.0135,0.01675,0.00655
195403,0.0373,0.0008,0.0365,0.025866667,0.031933333,-0.006066667,0.01985,0.03325,-0.0134,0.04505,0.0236,0.02145,0.023366667,0.029433333,0.01735,0.03075,0.04255,0.0211
195404,0.0429,0.0009,0.042,0.0074,0.042233333,-0.034833333,0.02075,0.0248,-0.00405,0.0412,-0.00825,0.04945,0.0049,0.039733333,0.01825,0.0223,0.0387,-0.01075
195405,0.0316,0.0005,0.0311,0.044733333,0.040433333,0.0043,0.059,0.0344,0.0246,0.03765,0.05715,-0.0195,0.042233333,0.037933333,0.0565,0.0319,0.03515,0.05465
195406,0.0115,0.0006,0.0109,0.011866667,0.008166667,0.0037,0.01135,0.011,0.00035,0.02225,-0.01245,0.0347,0.009366667,0.005666667,0.00885,0.0085,0.01975,-0.01495
195407,0.0504,0.0005,0.0499,0.071466667,0.0617,0.009766667,0.09045,0.04795,0.0425,0.0629,0.0563,0.0066,0.068966667,0.0592,0.08795,0.04545,0.0604,0.0538
195408,-0.0225,0.0005,-0.023,-0.002966667,-0.029733333,0.026766667,-0.03,-0.0139,-0.0161,-0.01745,-0.0096,-0.00785,-0.005466667,-0.032233333,-0.0325,-0.0164,-0.01995,-0.0121
195409,0.0643,0.0009,0.0634,0.0413,0.064633333,-0.023333333,0.05545,0.0513,0.00415,0.0652,0.0481,0.0171,0.0388,0.062133333,0.05295,0.0488,0.0627,0.0456
195410,-0.0162,0.0007,-0.0169,-0.003833333,-0.009133333,0.0053,-0.0022,-0.0089,0.0067,-0.00315,-0.0128,0.00965,-0.006333333,-0.011633333,-0.0047,-0.0114,-0.00565,-0.0153
195411,0.0953,0.0006,0.0947,0.0857,0.1115,-0.0258,0.12475,0.08475,0.04,0.10005,0.0811,0.01895,0.0832,0.109,0.12225,0.08225,0.09755,0.0786
195412,0.0553,0.0008,0.0545,0.095366667,0.073233333,0.022133333,0.11605,0.05985,0.0562,0.0713,0.0848,-0.0135,0.092866667,0.070733333,0.11355,0.05735,0.0688,0.0823
195501,0.007,0.0008,0.0062,0.016433333,0.013533333,0.0029,0.02885,0.00905,0.0198,0.01765,0.00435,0.0133,0.013933333,0.011033333,0.02635,0.00655,0.01515,0.00185
195502,0.0313,0.0009,0.0304,0.045833333,0.031566667,0.014266667,0.0399,0.0328,0.0071,0.0441,0.0331,0.011,0.043333333,0.029066667,0.0374,0.0303,0.0416,0.0306
195503,-0.0011,0.001,-0.0021,0.000433333,0.005666667,-0.005233333,0.01525,-0.0041,0.01935,0.00905,-0.00145,0.0105,-0.002066667,0.003166667,0.01275,-0.0066,0.00655,-0.00395
195504,0.0323,0.001,0.0313,0.0157,0.033566667,-0.017866667,0.0337,0.02495,0.00875,0.01805,0.01895,-0.0009,0.0132,0.031066667,0.0312,0.02245,0.01555,0.01645
195505,0.0119,0.0014,0.0105,0.004733333,0.0077,-0.002966667,0.0027,0.01065,-0.00795,0.01105,0.00515,0.0059,0.002233333,0.0052,0.0002,0.00815,0.00855,0.00265
195506,0.0658,0.001,0.0648,0.029333333,0.074266667,-0.044933333,0.061,0.0446,0.0164,0.0715,0.0246,0.0469,0.026833333,0.071766667,0.0585,0.0421,0.069,0.0221
195507,0.0203,0.001,0.0193,0.001933333,0.013766667,-0.011833333,0.00775,0.00445,0.0033,-0.00435,0.00805,-0.0124,-0.000566667,0.011266667,0.00525,0.00195,-0.00685,0.00555
195508,0.0043,0.0016,0.0027,0.002133333,0.007933333,-0.0058,0.00945,0.0018,0.00765,0.01275,-0.0051,0.01785,-0.000366667,0.005433333,0.00695,-0.0007,0.01025,-0.0076
195509,-0.002,0.0016,-0.0036,-0.0051,-0.008466667,0.003366667,-0.0124,-0.0044,-0.008,0.0108,-0.0071,0.0179,-0.0076,-0.010966667,-0.0149,-0.0069,0.0083,-0.0096
195510,-0.0257,0.0018,-0.0275,-0.011266667,-0.026066667,0.0148,-0.022,-0.0198,-0.0022,-0.0238,-0.0187,-0.0051,-0.013766667,-0.028566667,-0.0245,-0.0223,-0.0263,-0.0212
195511,0.0716,0.0017,0.0699,0.0538,0.076533333,-0.022733333,0.0761,0.0714,0.0047,0.0767,0.0496,0.0271,0.0513,0.074033333,0.0736,0.0689,0.0742,0.0471
195512,0.0164,0.0018,0.0146,0.027,0.005966667,0.021033333,0.0033,0.02495,-0.02165,0.0215,0.0344,-0.0129,0.0245,0.003466667,0.0008,0.02245,0.019,0.0319
195601,-0.028,0.0022,-0.0302,-0.020966667,-0.0248,0.003833333,-0.02135,-0.02905,0.0077,-0.0311,-0.0159,-0.0152,-0.023466667,-0.0273,-0.02385,-0.03155,-0.0336,-0.0184
195602,0.0395,0.0019,0.0376,0.0279,0.037033333,-0.009133333,0.03055,0.03335,-0.0028,0.0444,0.02455,0.01985,0.0254,0.034533333,0.02805,0.03085,0.0419,0.02205
195603,0.0682,0.0015,0.0667,0.042966667,0.0628,-0.019833333,0.05255,0.0588,-0.00625,0.0709,0.0342,0.0367,0.040466667,0.0603,0.05005,0.0563,0.0684,0.0317
195604,0.0051,0.0019,0.0032,0.006833333,0.007866667,-0.001033333,0.0065,0.006,0.0005,0.01565,-0.00955,0.0252,0.004333333,0.005366667,0.004,0.0035,0.01315,-0.01205
195605,-0.0492,0.0023,-0.0515,-0.040833333,-0.054866667,0.014033333,-0.0573,-0.0439,-0.0134,-0.0511,-0.03425,-0.01685,-0.043333333,-0.057366667,-0.0598,-0.0464,-0.0536,-0.03675
195606,0.0372,0.002,0.0352,0.017566667,0.0301,-0.012533333,0.01505,0.028,-0.01295,0.0419,0.01415,0.02775,0.015066667,0.0276,0.01255,0.0255,0.0394,0.01165
195607,0.0508,0.0022,0.0486,0.031533333,0.052166667,-0.020633333,0.0419,0.03715,0.00475,0.0526,0.0278,0.0248,0.029033333,0.049666667,0.0394,0.03465,0.0501,0.0253
195608,-0.0303,0.0017,-0.032,-0.008266667,-0.030566667,0.0223,-0.02655,-0.01265,-0.0139,-0.0263,-0.0214,-0.0049,-0.010766667,-0.033066667,-0.02905,-0.01515,-0.0288,-0.0239
195609,-0.0497,0.0018,-0.0515,-0.028733333,-0.045533333,0.0168,-0.02905,-0.04655,0.0175,-0.04635,-0.0393,-0.00705,-0.031233333,-0.048033333,-0.03155,-0.04905,-0.04885,-0.0418
195610,0.0072,0.0025,0.0047,0.007866667,0.009666667,-0.0018,0.00795,0.0093,-0.00135,0.01935,-0.00505,0.0244,0.005366667,0.007166667,0.00545,0.0068,0.01685,-0.00755
195611,0.0046,0.002,0.0026,0.012966667,0.0125,0.000466667,0.0188,0.00185,0.01695,0.0241,-0.0102,0.0343,0.010466667,0.01,0.0163,-0.00065,0.0216,-0.0127
195612,0.0349,0.0024,0.0325,0.0224,0.025033333,-0.002633333,0.0126,0.0334,-0.0208,0.0519,0.01355,0.03835,0.0199,0.022533333,0.0101,0.0309,0.0494,0.01105
195701,-0.0321,0.0027,-0.0348,0.007366667,-0.029966667,0.037333333,0.00145,-0.0218,0.02325,-0.0264,0.0047,-0.0311,0.004866667,-0.032466667,-0.00105,-0.0243,-0.0289,0.0022
195702,-0.0187,0.0024,-0.0211,-0.029633333,-0.021466667,-0.008166667,-0.0285,-0.02345,-0.00505,-0.0259,-0.02895,0.00305,-0.032133333,-0.023966667,-0.031,-0.02595,-0.0284,-0.03145
195703,0.0241,0.0023,0.0218,0.022966667,0.020933333,0.002033333,0.0206,0.02355,-0.00295,0.01925,0.02125,-0.002,0.020466667,0.018433333,0.0181,0.02105,0.01675,0.01875
195704,0.0451,0.0025,0.0426,0.0215,0.039666667,-0.018166667,0.02325,0.03615,-0.0129,0.0385,0.02905,0.00945,0.019,0.037166667,0.02075,0.03365,0.036,0.02655
195705,0.0366,0.0026,0.034,0.019766667,0.0309,-0.011133333,0.0168,0.03735,-0.02055,0.031,0.0261,0.0049,0.017266667,0.0284,0.0143,0.03485,0.0285,0.0236
195706,-0.0051,0.0024,-0.0075,-0.002533333,-0.005633333,0.0031,0.001,-0.00055,0.00155,-0.00215,-0.0101,0.00795,-0.005033333,-0.008133333,-0.0015,-0.00305,-0.00465,-0.0126
195707,0.0089,0.003,0.0059,0.0047,0.0082,-0.0035,0.0055,0.00655,-0.00105,0.00485,0.0036,0.00125,0.0022,0.0057,0.003,0.00405,0.00235,0.0011
195708,-0.05,0.0025,-0.0525,-0.047433333,-0.049133333,0.0017,-0.0547,-0.05265,-0.00205,-0.0558,-0.0597,0.0039,-0.049933333,-0.051633333,-0.0572,-0.05515,-0.0583,-0.0622
195709,-0.0576,0.0026,-0.0602,-0.056333333,-0.057433333,0.0011,-0.05745,-0.06735,0.0099,-0.05625,-0.06225,0.006,-0.058833333,-0.059933333,-0.05995,-0.06985,-0.05875,-0.06475
195710,-0.0411,0.0029,-0.044,-0.0744,-0.048666667,-0.025733333,-0.0794,-0.05945,-0.01995,-0.0549,-0.07305,0.01815,-0.0769,-0.051166667,-0.0819,-0.06195,-0.0574,-0.07555
195711,0.0255,0.0028,0.0227,0.019033333,0.0147,0.004333333,0.002,0.0312,-0.0292,0.03245,0.01965,0.0128,0.016533333,0.0122,-0.0005,0.0287,0.02995,0.01715
195712,-0.0374,0.0024,-0.0398,-0.048466667,-0.040466667,-0.008,-0.0564,-0.0407,-0.0157,-0.0165,-0.09415,0.07765,-0.050966667,-0.042966667,-0.0589,-0.0432,-0.019,-0.09665
195801,0.0499,0.0028,0.0471,0.112366667,0.070766667,0.0416,0.1178,0.07485,0.04295,0.05015,0.1266,-0.07645,0.109866667,0.068266667,0.1153,0.07235,0.04765,0.1241
195802,-0.0141,0.0012,-0.0153,-0.007933333,-0.015633333,0.0077,-0.01435,-0.0159,0.00155,0.0042,-0.0334,0.0376,-0.010433333,-0.018133333,-0.01685,-0.0184,0.0017,-0.0359
195803,0.0338,0.0009,0.0329,0.0422,0.033166667,0.009033333,0.0329,0.04525,-0.01235,0.0406,0.06,-0.0194,0.0397,0.030666667,0.0304,0.04275,0.0381,0.0575
195804,0.0308,0.0008,0.03,0.029366667,0.0378,-0.008433333,0.04875,0.03185,0.0169,0.03615,0.01765,0.0185,0.026866667,0.0353,0.04625,0.02935,0.03365,0.01515
195805,0.0246,0.0011,0.0235,0.0488,0.028066667,0.020733333,0.0403,0.04195,-0.00165,0.0278,0.0464,-0.0186,0.0463,0.025566667,0.0378,0.03945,0.0253,0.0439
195806,0.0295,0.0003,0.0292,0.0275,0.029733333,-0.002233333,0.02995,0.02595,0.004,0.02745,0.03615,-0.0087,0.025,0.027233333,0.02745,0.02345,0.02495,0.03365
195807,0.0449,0.0007,0.0442,0.057466667,0.053566667,0.0039,0.07415,0.04205,0.0321,0.02695,0.0629,-0.03595,0.054966667,0.051066667,0.07165,0.03955,0.02445,0.0604
195808,0.0191,0.0004,0.0187,0.035166667,0.022866667,0.0123,0.03305,0.02965,0.0034,0.02735,0.02525,0.0021,0.032666667,0.020366667,0.03055,0.02715,0.02485,0.02275
195809,0.0486,0.0019,0.0467,0.0579,0.058766667,-0.000866667,0.0827,0.05015,0.03255,0.04675,0.0581,-0.01135,0.0554,0.056266667,0.0802,0.04765,0.04425,0.0556
195810,0.0275,0.0018,0.0257,0.042566667,0.029,0.013566667,0.03125,0.04995,-0.0187,0.05255,0.0208,0.03175,0.040066667,0.0265,0.02875,0.04745,0.05005,0.0183
195811,0.0305,0.0011,0.0294,0.052533333,0.032666667,0.019866667,0.04155,0.05345,-0.0119,0.04625,0.0305,0.01575,0.050033333,0.030166667,0.03905,0.05095,0.04375,0.028
195812,0.0529,0.0022,0.0507,0.031933333,0.052466667,-0.020533333,0.0362,0.03805,-0.00185,0.0428,0.05015,-0.00735,0.029433333,0.049966667,0.0337,0.03555,0.0403,0.04765
195901,0.0092,0.0021,0.0071,0.051166667,0.020233333,0.030933333,0.0484,0.01935,0.02905,0.0249,0.02705,-0.00215,0.048666667,0.017733333,0.0459,0.01685,0.0224,0.02455
195902,0.0113,0.0019,0.0094,0.030233333,0.014666667,0.015566667,0.02505,0.01705,0.008,0.03885,0.00495,0.0339,0.027733333,0.012166667,0.02255,0.01455,0.03635,0.00245
195903,0.0045,0.0022,0.0023,0.0178,0.003233333,0.014566667,0.0106,0.013,-0.0024,0.0103,0.009,0.0013,0.0153,0.000733333,0.0081,0.0105,0.0078,0.0065
195904,0.0379,0.002,0.0359,0.030933333,0.036933333,-0.006,0.0305,0.0435,-0.013,0.0509,0.01945,0.03145,0.028433333,0.034433333,0.028,0.041,0.0484,0.01695
195905,0.0195,0.0022,0.0173,0.003333333,0.022966667,-0.019633333,0.0266,0.0076,0.019,0.023,0.008,0.015,0.000833333,0.020466667,0.0241,0.0051,0.0205,0.0055
195906,0.0006,0.0025,-0.0019,0.0137,0.007033333,0.006666667,0.0195,0.00755,0.01195,0.01885,-0.01025,0.0291,0.0112,0.004533333,0.017,0.00505,0.01635,-0.01275
195907,0.0342,0.0025,0.0317,0.0275,0.031133333,-0.003633333,0.03255,0.0304,0.00215,0.0283,0.03145,-0.00315,0.025,0.028633333,0.03005,0.0279,0.0258,0.02895
195908,-0.0124,0.0019,-0.0143,-0.0189,-0.009366667,-0.009533333,-0.0143,-0.0166,0.0023,-0.0252,-0.0156,-0.0096,-0.0214,-0.011866667,-0.0168,-0.0191,-0.0277,-0.0181
195909,-0.0449,0.0031,-0.048,-0.046566667,-0.045733333,-0.000833333,-0.04695,-0.0518,0.00485,-0.0448,-0.05295,0.00815,-0.049066667,-0.048233333,-0.04945,-0.0543,-0.0473,-0.05545
195910,0.0157,0.003,0.0127,0.025866667,0.011366667,0.0145,0.00645,0.02725,-0.0208,0.04165,0.00675,0.0349,0.023366667,0.008866667,0.00395,0.02475,0.03915,0.00425
195911,0.0185,0.0026,0.0159,0.021766667,0.008566667,0.0132,0.0016,0.03495,-0.03335,0.0286,0.0056,0.023,0.019266667,0.006066667,-0.0009,0.03245,0.0261,0.0031
195912,0.028,0.0034,0.0246,0.026766667,0.0325,-0.005733333,0.0316,0.0322,-0.0006,0.02955,0.0201,0.00945,0.024266667,0.03,0.0291,0.0297,0.02705,0.0176
196001,-0.0664,0.0033,-0.0697,-0.039733333,-0.060666667,0.020933333,-0.04325,-0.06915,0.0259,-0.0699,-0.0357,-0.0342,-0.042233333,-0.063166667,-0.04575,-0.07165,-0.0724,-0.0382
196002,0.0142,0.0029,0.0113,0.014933333,0.007433333,0.0075,-0.0043,0.01735,-0.02165,0.0262,-0.0128,0.039,0.012433333,0.004933333,-0.0068,0.01485,0.0237,-0.0153
196003,-0.0128,0.0035,-0.0163,-0.029966667,-0.022766667,-0.0072,-0.04345,-0.0173,-0.02615,-0.0133,-0.0281,0.0148,-0.032466667,-0.025266667,-0.04595,-0.0198,-0.0158,-0.0306
196004,-0.0153,0.0019,-0.0172,-0.017733333,-0.020266667,0.002533333,-0.0304,-0.0085,-0.0219,-0.00565,-0.0341,0.02845,-0.020233333,-0.022766667,-0.0329,-0.011,-0.00815,-0.0366
196005,0.034,0.0027,0.0313,0.031566667,0.018033333,0.013533333,0.0104,0.04885,-0.03845,0.05125,0.00325,0.048,0.029066667,0.015533333,0.0079,0.04635,0.04875,0.00075
196006,0.023,0.0024,0.0206,0.0215,0.0236,-0.0021,0.0216,0.02495,-0.00335,0.0254,0.0158,0.0096,0.019,0.0211,0.0191,0.02245,0.0229,0.0133
196007,-0.0227,0.0013,-0.024,-0.019933333,-0.016366667,-0.003566667,-0.0131,-0.03195,0.01885,-0.02405,-0.01595,-0.0081,-0.022433333,-0.018866667,-0.0156,-0.03445,-0.02655,-0.01845
