Date,EBAY,KNX,MNST,ZM,^GSPC
2022-06-13,42.93000030517578,45.220001220703125,84.48999786376953,103.31999969482422,3749.6298828125
2022-06-14,42.58000183105469,45.16999816894531,88.05999755859375,106.86000061035156,3735.47998046875
2022-06-15,43.5099983215332,46.08000183105469,87.87000274658203,112.93000030517578,3789.989990234375
2022-06-16,41.08000183105469,44.970001220703125,87.88999938964844,106.08999633789062,3666.77001953125
2022-06-17,42.209999084472656,44.25,88.12000274658203,110.0,3674.840087890625
2022-06-21,42.290000915527344,45.04999923706055,90.83999633789062,113.81999969482422,3764.7900390625
2022-06-22,43.130001068115234,44.56999969482422,90.73999786376953,115.16999816894531,3759.889892578125
2022-06-23,42.970001220703125,45.68000030517578,92.18000030517578,117.66999816894531,3795.72998046875
2022-06-24,45.66999816894531,47.06999969482422,94.58000183105469,122.63999938964844,3911.739990234375
